"study","cell_id","design_role","task_type","method","n_calib","rep","planned_units"
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,75,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,76,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,77,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,78,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,79,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,80,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,81,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,82,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,83,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,84,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,85,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,86,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,87,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,88,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,89,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,90,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,91,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,92,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,93,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,94,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,95,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,96,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,97,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,98,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,99,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","PI-GP",12,100,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,1,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,2,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,3,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,4,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,5,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,6,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,7,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,8,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,9,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,10,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,11,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,12,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,13,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,14,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,15,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,16,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,17,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,18,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,19,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,20,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,21,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,22,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,23,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,24,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,25,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,26,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,27,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,28,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,29,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,30,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,31,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,32,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,33,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,34,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,35,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,36,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,37,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,38,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,39,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,40,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,41,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,42,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,43,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,44,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,45,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,46,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,47,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,48,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,49,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,50,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,51,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,52,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,53,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,54,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,55,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,56,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,57,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,58,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,59,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,60,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,61,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,62,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,63,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,64,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,65,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,66,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,67,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,68,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,69,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,70,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,71,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,72,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,73,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,74,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,75,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,76,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,77,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,78,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,79,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,80,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,81,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,82,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,83,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,84,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,85,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,86,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,87,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,88,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,89,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,90,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,91,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,92,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,93,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,94,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,95,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,96,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,97,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,98,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,99,1
"study2","primary_q2","primary_proxy_dimension","ablation_fit","CC-GP",12,100,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,1,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,2,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,3,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,4,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,5,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,6,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,7,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,8,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,9,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,10,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,11,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,12,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,13,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,14,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,15,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,16,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,17,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,18,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,19,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,20,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,21,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,22,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,23,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,24,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,25,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,26,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,27,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,28,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,29,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,30,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,31,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,32,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,33,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,34,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,35,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,36,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,37,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,38,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,39,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,40,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,41,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,42,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,43,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,44,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,45,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,46,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,47,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,48,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,49,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,50,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,51,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,52,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,53,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,54,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,55,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,56,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,57,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,58,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,59,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,60,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,61,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,62,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,63,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,64,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,65,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,66,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,67,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,68,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,69,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,70,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,71,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,72,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,73,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,74,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,75,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,76,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,77,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,78,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,79,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,80,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,81,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,82,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,83,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,84,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,85,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,86,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,87,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,88,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,89,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,90,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,91,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,92,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,93,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,94,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,95,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,96,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,97,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,98,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,99,1
"study2","primary_q3","primary_proxy_dimension","frozen_data","DGM",,100,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,1,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,2,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,3,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,4,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,5,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,6,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,7,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,8,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,9,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,10,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,11,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,12,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,13,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,14,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,15,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,16,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,17,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,18,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,19,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,20,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,21,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,22,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,23,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,24,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,25,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,26,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,27,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,28,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,29,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,30,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,31,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,32,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,33,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,34,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,35,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,36,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,37,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,38,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,39,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,40,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,41,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,42,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,43,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,44,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,45,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,46,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,47,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,48,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,49,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,50,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,51,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,52,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,53,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,54,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,55,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,56,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,57,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,58,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,59,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,60,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,61,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,62,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,63,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,64,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,65,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,66,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,67,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,68,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,69,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,70,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,71,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,72,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,73,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,74,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,75,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,76,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,77,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,78,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,79,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,80,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,81,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,82,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,83,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,84,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,85,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,86,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,87,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,88,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,89,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,90,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,91,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,92,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,93,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,94,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,95,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,96,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,97,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,98,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,99,1
"study2","primary_q3","primary_proxy_dimension","prediction_truth","DGM oracle",,100,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,1,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,2,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,3,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,4,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,5,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,6,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,7,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,8,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,9,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,10,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,11,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,12,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,13,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,14,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,15,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,16,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,17,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,18,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,19,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,20,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,21,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,22,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,23,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,24,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,25,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,26,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,27,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,28,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,29,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,30,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,31,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,32,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,33,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,34,1
"study2","primary_q3","primary_proxy_dimension","published_fit","UC-GP",,35,1
